,prev,curr,type,n
3550,Papal_name,Pope_John,link,96
3551,Zipoetes_I_of_Bithynia,Bas_of_Bithynia,link,96
3552,other-empty,A._F._K._Organski,external,96
3553,other-empty,KTW_(Katowice),external,96
3554,other-empty,Mahindra_Lifespaces,external,96
3555,other-internal,Vanderbilt_Commodores,external,96
3556,other-search,Anacreontea,external,96
3557,other-search,Atypical_localization_of_immature_precursors,external,96
3558,other-search,John_Buck_Wilkin,external,96
3559,other-search,Margraten,external,96
3560,2020_United_States_presidential_election_in_North_Carolina,Donald_Trump,link,95
3561,AlphaDream,Bankruptcy,link,95
3562,Boatswain,Hull_(watercraft),link,95
3563,Bowler_hat,Laurel_and_Hardy,link,95
3564,CNN,Website,link,95
3565,David_Duchovny_(song),David_Duchovny,link,95
3566,God,Relationship_between_religion_and_science,link,95
3567,Jabidah_massacre,Cross_border_attacks_in_Sabah,link,95
3568,Jerry_Maren,Munchkin,link,95
3569,List_of_tallest_buildings_and_structures_in_London,Riverside_South_(Canary_Wharf),link,95
3570,Motherland:_Fort_Salem,Sheryl_Lee_Ralph,link,95
3571,Samantha_Lewthwaite,List_of_fugitives_from_justice_who_disappeared,link,95
3572,other-empty,How_to_Marry_a_Millionaire_(TV_series),external,95
3573,other-empty,Rent-a-Cop,external,95
3574,other-empty,The_Day_of_the_Owl,external,95
3575,other-external,Thermal_energy,external,95
3576,other-internal,Fender_Showmaster,external,95
3577,other-internal,Hinduism_and_Judaism,external,95
3578,other-internal,Wilma_Smith_(newscaster),external,95
3579,other-other,Matej_Čurko,external,95
3580,other-search,Lake_Central_Airlines,external,95
3581,2010_Auburn_Tigers_football_team,Brandon_Mosley,link,94
3582,2018_California_State_Senate_election,2020_California_State_Senate_election,link,94
3583,2023_World_Series,Playoff_format,link,94
3584,BCH_code,Finite_field,link,94
3585,Cyrus_Vance,Zbigniew_Brzezinski,link,94
3586,General_Motors_LS-based_small-block_engine,Chevrolet_Corvette,link,94
3587,Hayling_Island,Princess_Catherine_Yurievskaya,link,94
3588,Honeyland,Tamara_Kotevska,link,94
3589,Jamal_Adams,New_York_Jets,link,94
3590,Kwasi_Kwarteng,Crispin_Odey,link,94
3591,Siberia,Lena_(river),link,94
3592,Soviet–Afghan_War,Sino-Indian_War,link,94
3593,other-empty,"Chinatown,_Victoria",external,94
3594,other-empty,Overcast_(band),external,94
3595,other-empty,Tikhoretsk,external,94
3596,other-external,West_Francia,external,94
3597,other-search,Aornum,external,94
3598,other-search,Chang_and_Roberts_algorithm,external,94
3599,other-search,Laurence_Pearce,external,94
3600,other-search,Luca_Brasi_2,external,94
3601,19th_Summit_of_the_Non-Aligned_Movement,18th_Summit_of_the_Non-Aligned_Movement,link,93
3602,2010_FIFA_World_Cup_squads,Rafael_Márquez,link,93
3603,Buster_Bros.,Super_Buster_Bros.,link,93
3604,Death_of_Adolf_Hitler,Hitler_Youth,link,93
3605,Elasmosauridae,Plesiosaur,link,93
3606,Eta,Heth,link,93
3607,List_of_anti-tank_missiles,9K121_Vikhr,link,93
3608,Phoney_War,SS_Athenia_(1922),link,93
3609,Piccadilly_line,Heathrow_Terminal_5_station,link,93
3610,Saab_Bofors_Dynamics,Anti-tank_guided_missile,link,93
3611,Storm_Keating,Yvonne_Connolly,other,93
3612,Swamp,Okefenokee_Swamp,link,93
3613,Texas_toast,Garlic_bread,link,93
3614,Vancouver_Canucks,Pacific_Division_(NHL),link,93
3615,other-empty,Norway_in_the_Eurovision_Song_Contest_2024,external,93
3616,other-external,Carl_Larsson,external,93
3617,other-internal,Anna_University,external,93
3618,other-internal,Kxng_Crooked,external,93
3619,other-internal,"Mon_Repos,_Corfu",external,93
3620,other-internal,Weekly_Young_Magazine,external,93
3621,other-search,The_Tiger_in_the_Well,external,93
3622,2015–16_Real_Madrid_CF_season,Rubén_Yáñez,link,92
3623,Abu_Quhafa,Umm_al-Khayr,link,92
3624,Anglo-Dutch_Wars,Napoleonic_Wars,link,92
3625,Book_of_Revelation,The_Revelation_in_Storm_and_Thunder,link,92
3626,Frog-mouth_helm,Bascinet,link,92
3627,Kick-off_(association_football),Laws_of_the_Game_(association_football),link,92
3628,Main_Page,Ride_of_the_Valkyries,other,92
3629,"Mercer_County,_New_Jersey","Princeton,_New_Jersey",link,92
3630,Philadelphia_Eagles,Philadelphia_Eagles_Cheerleaders,link,92
3631,Rank,Rank_(linear_algebra),link,92
3632,Stephen_Graham,Doghouse_(film),link,92
3633,other-empty,Insch,external,92
3634,other-external,The_Rainmaker_(novel),external,92
3635,other-internal,Ivan_Krastev,external,92
3636,Fashion_Police,Kathy_Griffin,link,91
3637,Interacting_galaxy,Milky_Way,link,91
3638,List_of_general_fraternities,Vasa_Order_of_America,link,91
3639,Proto-Indo-European_mythology,Kurgan_hypothesis,link,91
3640,Wagner_Group_rebellion,Ministry_of_Defence_(Russia),link,91
3641,other-empty,Palestinian_Youth_Movement,external,91
3642,other-internal,Occupy_Democrats,external,91
3643,other-search,Ahmed_Barusso,external,91
3644,other-search,Liz_Richardson,external,91
3645,other-search,Timeline_of_the_1987_Atlantic_hurricane_season,external,91
3646,Arsinoe_IV,Battle_of_the_Nile_(47_BC),link,90
3647,Ed_Stafford,Gadiel_Sánchez_Rivera,link,90
3648,List_of_programmes_broadcast_by_Zee_TV,Rishton_Ka_Manjha,link,90
3649,Rhythmic_gymnastics,Gymnastics,link,90
3650,Russian_world,"Moscow,_third_Rome",link,90
3651,The_Phantom_of_the_Opera_at_the_Royal_Albert_Hall,Katie_Hall_(actress),link,90
3652,other-empty,Good_&_Fruity,external,90
3653,other-external,List_of_proper_names_of_exoplanets,external,90
3654,other-internal,2024_Abujhmarh_clash,external,90
3655,other-search,Franz_Reinisch,external,90
3656,other-search,Gbenga_Aluko,external,90
3657,other-search,Rushen_Coatie,external,90
3658,2023–24_Michigan_Wolverines_men's_basketball_team,Dug_McDaniel,link,89
3659,Bela_Lugosi_filmography,Ed_Wood,link,89
3660,Bérénice_Marlohe,List_of_James_Bond_films,link,89
3661,Garlic,South_Asia,link,89
3662,List_of_military_vehicles_of_World_War_II,Bedford_OY,link,89
3663,Manohar_Joshi,G._M._C._Balayogi,link,89
3664,Mark_Gillespie,Big_Fun_(group),link,89
3665,Old_English_grammar,Inflection,link,89
3666,Regional_Transportation_District,R_Line_(RTD),link,89
3667,Salome_Zourabichvili,Foreign_Agents_Registration_Act,link,89
3668,Samhain,Slievenamon,link,89
3669,Stephanie_Cole,The_Cleaner_(British_TV_series),link,89
3670,UEFA,Switzerland,link,89
3671,Ukrainian_collaboration_with_Nazi_Germany,Ukrainian_Soviet_Socialist_Republic,link,89
3672,other-empty,Carlo_Urbani,external,89
3673,other-empty,Content_repository_API_for_Java,external,89
3674,other-empty,Tam_O'Shanter_Inn,external,89
3675,other-external,Giardiniera,external,89
3676,other-internal,Right_of_first_refusal,external,89
3677,other-search,Broken_Sky_(film),external,89
3678,2019_UEFA_Nations_League_Finals,Portugal_national_football_team,link,88
3679,Chevrolet_Cobalt_SS,Chevrolet_HHR,link,88
3680,Chip_Chilla,Chonda_Pierce,link,88
3681,Congress_Working_Committee,All_India_Congress_Committee,link,88
3682,HM_Prison_Norwich,Anthony_Sawoniuk,link,88
3683,History_of_Sikhism,Sikhism,link,88
3684,Jacquard_machine,Basile_Bouchon,link,88
3685,Lamborghini_Urraco,Lamborghini_Miura,link,88
3686,List_of_current_production_certified_light_aircraft,Diamond_DA42_Twin_Star,link,88
3687,Monserrate_Palace,"Francis_Cook,_1st_Viscount_of_Monserrate",link,88
3688,Nika_Soon-Shiong,Universal_basic_income,link,88
3689,Rotation_matrix,Euler–Rodrigues_formula,link,88
3690,Siddharth_Nigam,Munna_Michael,link,88
3691,So_Haunt_Me,Miriam_Karlin,link,88
3692,Stalag_Luft_III,Romualdas_Marcinkus,link,88
3693,The_Sopranos_season_3,Tony_Sirico,link,88
3694,Three_Arrows,French_Section_of_the_Workers'_International,link,88
3695,other-empty,John_Charles_Bolsinger,external,88
3696,other-empty,Return_to_Paradise_(Styx_album),external,88
3697,other-empty,Zimri_(prince),external,88
3698,other-external,Basal_body_temperature,external,88
3699,other-external,Id_Tech,external,88
3700,other-internal,"Woodbridge,_Virginia",external,88
3701,other-search,Astronautilia,external,88
3702,other-search,"Bronte_Park,_Tasmania",external,88
3703,other-search,Jeffrey_Jensen,external,88
3704,other-search,LMS_Royal_Scot_Class_6115_Scots_Guardsman,external,88
3705,1987_Ballon_d'Or,Emilio_Butragueño,link,87
3706,"Aloha,_Scooby-Doo!",Scooby-Doo,link,87
3707,Extraction_(2020_film),Australian_Army,link,87
3708,Famous_(Puddle_of_Mudd_album),Famous_(Puddle_of_Mudd_song),link,87
3709,First_class_(aviation),First_class_travel,link,87
3710,Gurgaon,Maruti_Suzuki,link,87
3711,James_Randall_(murderer),Oba_Chandler,other,87
3712,Manhattan_Psychiatric_Center,Scott_Joplin,link,87
3713,Near_Islands,Commander_Islands,link,87
3714,No_Name_Face,Breathing_(Lifehouse_song),link,87
3715,Nuance_Communications,Ray_Kurzweil,link,87
3716,Scolopendra,Scolopendra_cingulata,link,87
3717,Strade_Bianche,Fabian_Cancellara,link,87
3718,Strauss–Howe_generational_theory,1990s_United_States_boom,link,87
3719,Susannah_Corbett,Dalziel_and_Pascoe_(TV_series),link,87
3720,Tigr_(military_vehicle),Kord_machine_gun,link,87
3721,other-empty,Charlotte_Mint,external,87
3722,other-empty,Murder_of_Marise_Chiverella,external,87
3723,other-empty,Yassine_(name),external,87
3724,other-internal,Pearl_Mackie,external,87
3725,other-internal,Wife_of_a_Spy,external,87
3726,other-search,Bagnan_I,external,87
3727,other-search,The_Kerry_Recruit,external,87
3728,2017_Marshall_Thundering_Herd_football_team,2018_Marshall_Thundering_Herd_football_team,link,86
3729,Chelsea_Fox,Lucas_Johnson,link,86
3730,Children's_Games_(Bruegel),Pieter_Bruegel_the_Elder,link,86
3731,Hephaestus,Mount_Etna,link,86
3732,In_Control_(The_Americans),Alexander_Haig,link,86
3733,Jamón_ibérico,Olive_oil_regulation_and_adulteration,link,86
3734,Life_of_Pi,Tarpaulin,link,86
3735,List_of_British_Jewish_entertainers,Josh_Bowman,link,86
3736,Manx_people,Irish_Sea,link,86
3737,Miralem_Pjanić,Olympique_Lyonnais,link,86
3738,Rice,Greenhouse_gas_emissions,link,86
3739,Stuart_Restoration,Lord_Protector,link,86
3740,other-empty,Austin_Film_Festival,external,86
3741,other-empty,Dianne_Hayter,external,86
3742,other-empty,Son_(Korean_surname),external,86
3743,other-empty,W._T._Clarke_High_School,external,86
3744,other-internal,2022_Texas_elections,external,86
3745,other-internal,Vanda,external,86
3746,other-internal,Where's_Waldo?_(2019_TV_series),external,86
3747,other-search,Zodiac_P.I.,external,86
3748,Daflon,Hesperidin,link,85
3749,Flag_of_Wallis_and_Futuna,Wallis_and_Futuna,link,85
3750,Gillingham_F.C.,Robbie_McKenzie,link,85
3751,Governor_of_Pampanga,Jose_B._Lingad,link,85
3752,Integral,Functional_integration,link,85
3753,List_of_airports_in_India,Pantnagar_Airport,link,85
3754,Macau,Names_of_Macau,link,85
3755,Mike_Tyson,"Charlottesville,_Virginia",link,85
3756,Steven_Page,The_Big_Bang_Theory,link,85
3757,Vikramarkudu,Kotagiri_Venkateswara_Rao,link,85
3758,other-empty,"Mastic,_New_York",external,85
3759,other-empty,Tŵr_Mawr_Lighthouse,external,85
3760,other-empty,Yoga_teacher_training,external,85
3761,other-external,American_Pekin,external,85
3762,other-internal,Tananarive_Due,external,85
3763,other-internal,You_Only_Live_Once_(1937_film),external,85
3764,other-search,Grand_1894_Opera_House,external,85
3765,2003_in_Philippine_television,2004_in_Philippine_television,link,84
3766,3GPP,IP_Multimedia_Subsystem,link,84
3767,Alstom_Movia,Bombardier_Transportation,link,84
3768,Amber_Valletta,List_of_Revenge_characters,link,84
3769,Clare_Balding,Kingsclere,link,84
3770,Constituencies_of_the_Parliament_of_the_United_Kingdom,List_of_United_Kingdom_Parliament_constituencies_(1950–1974)_by_region,link,84
3771,Droste_effect,Matryoshka_doll,link,84
3772,Globalization,Main_Page,other,84
3773,Joe_Montana,List_of_San_Francisco_49ers_retired_numbers,link,84
3774,Jon_Voight_on_screen_and_stage,Desert_Bloom_(film),link,84
3775,List_of_airship_accidents,Thermal_airship,link,84
3776,List_of_programs_broadcast_by_Sun_TV_(India),Roja_(2018_TV_series),link,84
3777,Mediterranean_and_Middle_East_theatre_of_World_War_II,Josip_Broz_Tito,link,84
3778,Park_Ji-young_(actress),Save_Me_(South_Korean_TV_series),link,84
3779,Red_Circle_(law_firms),White-shoe_firm,link,84
3780,Rent-A-Girlfriend_season_1,Rent-A-Girlfriend_season_2,link,84
3781,The_Baby-Sitters_Club_(film),Scarlett_Pomers,link,84
3782,other-empty,Disperse_dye,external,84
3783,other-internal,Rich_Baby_Daddy,external,84
3784,other-search,DesiHits,external,84
3785,other-search,Havana_(Windhoek_suburb),external,84
3786,other-search,The_Hive_(video_game),external,84
3787,Black_lung,Black_lung_disease,link,83
3788,Eastern_Band_of_Cherokee_Indians,Joyce_Dugan,link,83
3789,Jaya-Vijaya,Satya_Yuga,link,83
3790,Joseph_Schlitz_Brewing_Company,List_of_defunct_breweries_in_the_United_States,link,83
3791,Josephine_Clofullia,Annie_Jones_(bearded_woman),link,83
3792,Ketamine,Derealization,link,83
3793,List_of_premiers_of_Alberta,Peter_Lougheed,link,83
3794,Main_Page,Syringa,other,83
3795,Mental_disorder,Dysthymia,link,83
3796,New_Soviet_man,Moral_Code_of_the_Builder_of_Communism,link,83
3797,Nissan_X-Trail,Hybrid_vehicle_drivetrain,link,83
3798,Playing_God_(song),Monster_(Paramore_song),link,83
3799,Todd_Duffee,Tim_Hague,link,83
3800,Venezuelan_refugee_crisis,Refugees_of_the_Syrian_civil_war,link,83
3801,other-empty,Alex_Burns_(journalist),external,83
3802,other-empty,End_of_the_Road_Festival,external,83
3803,other-empty,Michael_Dowse,external,83
3804,other-external,After_Everything_(2023_film),external,83
3805,other-internal,1980_Liberian_coup_d'état,external,83
3806,other-search,American_Oaks,external,83
3807,other-search,San_Secondo_Parmense,external,83
3808,1910_Hungarian_parliamentary_election,Party_of_Independence_and_'48,link,82
3809,Amala_Akkineni,Idhu_Oru_Thodar_Kathai,link,82
3810,Biff_Tannen,Kid_Beyond,link,82
3811,Confit,Potted_meat,link,82
3812,Federal_Information_Processing_Standards,List_of_FIPS_region_codes,link,82
3813,Friz_Freleng,Hugh_Harman,link,82
3814,German_rearmament,MAN_SE,link,82
3815,Kings_of_Leon,Oldsmobile,link,82
3816,List_of_Everybody_Hates_Chris_characters,Jason_Alexander,link,82
3817,List_of_PlayStation_2_games_(A–K),Extermination_(video_game),link,82
3818,List_of_largest_spherical_buildings,Avicii_Arena,link,82
3819,List_of_series_run_in_Weekly_Shōnen_Jump,City_Hunter,link,82
3820,Meritamen,Bintanath,link,82
3821,Miguel_de_Icaza,Mono_(software),link,82
3822,Perry_Edward_Smith,List_of_people_executed_in_Kansas,link,82
3823,Phoenix_Rising_FC,"Mohamed_Traore_(footballer,_born_2002)",link,82
3824,Pickling,Leuconostoc_mesenteroides,link,82
3825,other-empty,Near-ring,external,82
3826,other-empty,William_Penn_Adair,external,82
3827,other-internal,Cayuga_people,external,82
3828,other-internal,Live_Shit:_Binge_&_Purge,external,82
3829,other-search,Auchinleck_manuscript,external,82
3830,other-search,Ovidiu_Petre,external,82
3831,Azuma-gumi,Sakaume-gumi,link,81
3832,Billy_Campbell,Star_Trek:_Prodigy,link,81
3833,John_of_Brienne,Berengaria_of_León,link,81
3834,Kkavyanjali,Ronit_Roy,link,81
3835,List_of_Dai_of_the_Dawoodi_Bohra,Dawoodi_Bohra,link,81
3836,List_of_current_Bellator_MMA_fighters,Yoel_Romero,link,81
3837,List_of_the_largest_stations_in_Australia,Sidney_Kidman,link,81
3838,Mohammad_Barakeh,Hadash,link,81
3839,National_Alliance_of_Russian_Solidarists,Andrey_Vlasov,link,81
3840,New_Horizons,Epoch_(astronomy),link,81
3841,Sonic_the_Hedgehog,Sonic_the_Hedgehog_4:_Episode_I,link,81
3842,Stuart,House_of_Stuart,link,81
3843,Tall_poppy_syndrome,Overachievement,link,81
3844,We_of_the_Never_Never,We_of_the_Never_Never_(film),link,81
3845,other-empty,Approved_drug,external,81
3846,other-empty,Changan_Ford_Mazda,external,81
3847,other-empty,Kenan_Karaman,external,81
3848,other-empty,William_Towns,external,81
3849,other-external,Hydrozoa,external,81
3850,other-other,Midnight_Commander,external,81
3851,other-search,2002_Kentucky_Wildcats_football_team,external,81
3852,other-search,Amar_Mulla,external,81
3853,other-search,Something_Queer_Is_Going_On,external,81
3854,other-search,USS_Bush_(DD-529),external,81
3855,2008_United_States_men's_Olympic_basketball_team,1992_United_States_men's_Olympic_basketball_team,link,80
3856,Alex_Taylor_(singer),With_Friends_and_Neighbors,link,80
3857,Astronomia_(Vicetone_remix),Vicetone,link,80
3858,Ayogya_(2019_film),K._S._Ravikumar,link,80
3859,Deandre_Ayton,Arizona_Wildcats_men's_basketball,link,80
3860,Forbes_Global_2000,First_Abu_Dhabi_Bank,link,80
3861,Kardashian_family,Kourtney_and_Khloé_Take_The_Hamptons,link,80
3862,Shun'ichi_Suzuki_(politician),Tarō_Asō,link,80
3863,Tisha_Campbell,Zack_and_Miri_Make_a_Porno,link,80
3864,Wikipedia,Lisa_Marie_Presley,other,80
3865,other-internal,List_of_French_royal_mistresses,external,80
3866,other-internal,OpenPsych,external,80
3867,other-search,Colin_Blythe,external,80
3868,other-search,David_Zimmerman_(photographer),external,80
3869,other-search,Jamie_Macmillan,external,80
3870,other-search,List_of_nursing_colleges_in_India,external,80
3871,other-search,Lou_Guzzo,external,80
3872,other-search,Mohandas_(2008_film),external,80
3873,other-search,Robert_Murray_Gilchrist,external,80
3874,other-search,Rus'–Byzantine_Treaty_(911),external,80
3875,Anil_(director),Lokanathan_IAS,link,79
3876,Barlas,Mughal_Empire,link,79
3877,Carl_Foreman,Jonathan_Foreman_(journalist),link,79
3878,Dawn_Richard,Aubrey_O'Day,link,79
3879,Hand_heart,Heart_symbol,link,79
3880,Honda_CB450DX-K,Honda_CB500_twin,link,79
3881,Interpretatio_graeca,Unknown_God,link,79
3882,Jo_Han-chul,Jirisan_(TV_series),link,79
3883,Knowledge_transfer,Cognitive_anthropology,link,79
3884,Lollipop_F,Owodog,link,79
3885,Obersee_(Lake_Constance),Lake_Constance,link,79
3886,Surface_(2022_TV_series),Veronica_West,link,79
3887,other-empty,Bill_Henderson_(Canadian_singer),external,79
3888,other-internal,Dance_Central_3,external,79
3889,other-search,Erik_Scott,external,79
3890,other-search,Hotel_Vancouver_(1916),external,79
3891,other-search,Jillian_Broadbent,external,79
3892,other-search,Linda_Carr,external,79
3893,other-search,ManaKana,external,79
3894,Caledonian_Forest,Aurochs,link,78
3895,Chrysler_(brand),Chrysler_LeBaron,link,78
3896,Constituencies_of_the_Parliament_of_the_United_Kingdom,Barking_(UK_Parliament_constituency),link,78
3897,Deep_Red,Turin,link,78
3898,Expo_2012,Expo_2015,link,78
3899,Fabry_disease,Sphingolipid,link,78
3900,Ginger_in_the_Morning,Fred_Ward,link,78
3901,Hamilton_(musical),Jordan_Donica,link,78
3902,Home_Assistant,Home_automation,link,78
3903,List_of_NCAA_college_football_rivalry_games,Auburn–Tennessee_football_rivalry,link,78
3904,Middle_Mongol,Mongolian_script,link,78
